fasta,time_sec,max_rss_kb,length,dataset,tool,beam,energy,machine,jobs
bpRNA_RFAM_24537,0.1,7352,138,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12091,0.04,5828,97,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5208,0.32,12140,215,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22152,0.04,5472,95,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3679,0.08,6192,124,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34730,0.01,5016,68,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_10686,0.02,5136,79,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28319,0.03,5536,86,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37239,0.06,5676,112,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31890,0.01,4624,63,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_39214,0.19,10620,191,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_11598,0.02,5032,78,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26334,0.03,5252,87,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_50760,0.01,4828,71,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9432,0.0,4304,42,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31648,0.15,8564,169,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_28803,0.02,5060,77,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26452,0.03,5196,86,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9354,0.17,9516,173,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27994,0.01,4644,73,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16591,0.12,7076,142,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20023,0.01,4804,68,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30230,0.01,4644,69,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33739,0.02,5136,83,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4670,0.01,4804,63,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24245,0.03,5948,99,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34056,0.1,7640,138,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15098,0.03,5544,96,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22634,0.02,5336,85,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_54260,0.02,4884,76,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35348,0.02,5300,83,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1720,0.02,4920,74,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36669,0.07,5780,117,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40927,0.11,8016,151,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38644,0.13,8340,147,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18594,0.03,5228,88,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28457,0.03,5488,91,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30218,0.01,4688,60,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8062,0.04,5840,104,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19852,0.04,5880,102,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4658,0.02,5108,79,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33711,0.03,5184,85,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12907,0.17,8564,166,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3137,0.22,9980,185,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35360,0.09,6476,134,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4880,0.0,4512,46,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5546,0.14,8848,156,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25173,0.0,4008,30,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_15572,0.07,6592,120,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5220,0.28,11356,207,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25615,0.02,4904,78,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35406,1.59,34552,444,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42856,26.14,361560,2990,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34718,0.01,5052,68,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_32873,0.0,4128,27,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28331,0.03,5156,88,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41387,0.02,4892,80,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_26806,0.02,5008,77,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27002,0.01,4880,68,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38122,0.1,7248,140,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37211,0.01,5064,70,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21473,0.04,5908,99,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6729,0.12,7388,150,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41393,0.02,5104,77,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_7423,0.02,5484,84,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38136,0.06,6580,118,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_11066,3.81,64860,720,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_PDB_296,0.0,3784,22,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_41889,0.02,4960,76,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_16709,0.06,6856,119,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31674,0.16,9372,170,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26308,0.2,9644,187,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25601,0.02,4748,75,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_136,0.07,6704,121,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5234,0.34,12528,220,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_23270,0.1,6836,134,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3645,0.08,6208,126,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24279,0.02,5388,88,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33705,0.02,5140,81,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_888,0.22,9904,186,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12913,0.15,7916,162,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3123,0.22,9860,181,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35374,0.05,6156,109,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_43720,0.02,5184,74,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_650,0.06,5396,110,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38888,0.03,5612,89,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9368,0.3,11584,210,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21301,0.05,5952,104,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_41137,0.02,5028,76,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37563,0.06,6616,120,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18580,0.03,5452,87,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_38392,0.02,4812,77,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8076,0.11,7412,145,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19846,0.04,5992,102,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37588,0.07,6984,120,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_30725,0.02,5268,77,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17658,0.02,4964,70,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_8519,0.07,6044,123,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_10137,0.62,17764,281,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1907,0.02,4768,73,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9383,0.35,12752,222,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_16084,0.08,6992,126,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19675,0.05,6080,105,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27943,0.01,4600,67,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16546,0.09,6572,139,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_SPR_525,0.02,4724,75,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_43209,0.01,4628,64,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12720,0.05,5308,110,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42117,0.09,7172,127,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14351,0.05,5244,110,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34081,0.12,7420,150,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_863,0.17,8304,161,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_35885,0.02,4944,74,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33088,0.01,4404,60,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12046,0.04,5788,97,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19113,0.01,4956,70,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_26621,0.02,5220,74,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40066,0.04,5924,104,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41378,0.14,7736,155,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_30043,0.02,4828,78,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31847,0.01,4704,65,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_PDB_269,0.0,4008,29,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21498,0.04,5544,99,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8937,0.01,4752,66,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30595,0.04,5524,97,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18219,0.12,7436,153,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31853,0.01,4720,74,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20786,0.04,5484,96,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14423,0.03,5900,97,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_24022,0.01,4848,71,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25826,0.09,7508,141,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42665,0.0,4228,34,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_34231,0.02,5204,75,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12052,0.02,5124,82,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25198,0.0,3896,30,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24286,0.04,6220,104,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_33238,0.02,5168,74,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14345,0.04,5852,102,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_877,0.25,10324,192,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34095,0.14,7656,154,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1913,0.01,4768,72,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26491,0.34,12768,223,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40714,0.02,5132,83,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9397,0.28,11736,215,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17894,0.01,4840,71,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38877,0.01,4636,65,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16552,0.1,6940,143,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4843,0.01,4952,65,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15073,0.03,5536,94,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_43235,0.06,5548,115,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13402,0.09,6964,133,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_29952,0.02,5188,80,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_30719,0.02,5164,73,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17664,0.01,4908,69,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28494,0.03,5360,89,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36872,0.05,6464,119,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_7392,0.03,5140,88,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_1267,1.11,27068,378,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1085,0.01,4860,71,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20976,0.06,5756,113,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41344,0.03,5604,98,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17102,0.1,7220,132,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_50953,0.02,4788,76,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6932,0.03,5748,93,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3692,0.06,5528,115,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_33562,0.02,5020,73,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13370,0.1,7692,141,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42659,0.06,5672,117,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_35113,0.02,4968,73,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42881,26.19,345136,2918,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15701,0.04,5968,103,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20962,0.02,4996,84,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_11567,0.02,5172,77,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41350,0.56,16772,265,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_10679,0.09,6368,128,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_28142,0.02,5056,74,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38693,0.09,6744,137,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_29946,0.02,5040,80,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18543,0.24,9996,192,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41436,0.17,8564,168,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40728,0.02,5020,77,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6098,0.08,6452,133,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4857,0.0,4388,46,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15067,0.03,5792,93,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12708,0.02,5100,84,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_693,0.06,6092,117,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_43221,0.02,5284,77,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14379,0.04,5848,102,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13199,0.03,5332,89,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22344,0.04,5696,95,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12287,0.03,5540,89,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_32157,0.0,4260,47,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6517,0.1,6604,135,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20553,0.04,5612,98,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21895,0.02,5368,81,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_20091,0.07,6808,122,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30026,0.0,4088,39,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20235,0.04,5320,92,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_SRP_498,0.8,21580,320,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_39764,0.0,4284,56,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36457,0.09,7176,135,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18972,0.09,6380,131,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5778,0.03,5432,91,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13827,0.1,6736,135,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22422,0.03,5620,94,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34240,0.05,5908,104,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3309,0.13,7376,151,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24053,0.02,5116,82,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25359,0.0,4276,38,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22436,0.05,5264,107,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_2003,0.01,4896,68,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34254,0.05,6212,104,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_23728,0.05,5436,108,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24047,0.02,5016,78,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_52413,0.02,4916,74,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8248,0.04,6232,105,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_6939,1.09,26448,371,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20221,0.02,5360,81,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26888,0.21,9116,173,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_39770,0.18,8444,166,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16793,0.22,10400,182,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41813,0.12,7392,151,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9156,0.27,11208,203,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18966,0.04,5876,101,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9630,0.02,4880,72,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26136,0.2,9620,187,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6503,0.1,7288,136,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20547,0.02,5112,81,bprna,LinCapR,200,turner2004,wisteria_20251017_1212,32
