fasta,time_sec,max_rss_kb,length,dataset,tool,beam,energy,machine,jobs
bpRNA_RFAM_37239,0.06,5660,112,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31890,0.01,4616,63,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_39214,0.19,10440,191,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_11598,0.02,5044,78,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26334,0.03,5320,87,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_50760,0.01,4948,71,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9432,0.0,4236,42,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31648,0.15,8472,169,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_28803,0.02,5156,77,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26452,0.03,5392,86,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9354,0.17,9560,173,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27994,0.01,4832,73,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16591,0.12,6980,142,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20023,0.01,4752,68,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30230,0.01,5028,69,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33739,0.02,5232,83,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4670,0.01,4760,63,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24245,0.03,5536,99,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34056,0.1,7372,138,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15098,0.03,5448,96,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22634,0.02,5116,85,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_54260,0.02,4936,76,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35348,0.02,5348,83,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1720,0.02,5208,74,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36669,0.07,5944,117,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40927,0.11,8452,151,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38644,0.13,8044,147,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18594,0.03,5328,88,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28457,0.03,5336,91,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30218,0.01,4464,60,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8062,0.04,5988,104,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19852,0.04,5732,102,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4658,0.02,5064,79,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33711,0.03,5068,85,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12907,0.17,8608,166,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3137,0.22,9900,185,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35360,0.09,6332,134,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4880,0.0,4144,46,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5546,0.14,8564,156,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25173,0.0,4244,30,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_15572,0.07,6948,120,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5220,0.28,11492,207,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25615,0.02,4996,78,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35406,2.04,42576,444,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42856,66.4,628620,2990,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34718,0.01,4620,68,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_32873,0.0,4120,27,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28331,0.03,5152,88,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41387,0.02,5040,80,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_26806,0.02,5000,77,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27002,0.01,4896,68,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38122,0.1,7164,140,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37211,0.01,5064,70,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21473,0.04,5788,99,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6729,0.12,7396,150,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41393,0.02,5032,77,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_7423,0.02,5136,84,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38136,0.06,6788,118,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_11066,5.91,92896,720,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_PDB_296,0.0,4040,22,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_41889,0.02,4820,76,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_16709,0.06,6568,119,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31674,0.16,9324,170,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26308,0.2,9460,187,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25601,0.02,4984,75,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_136,0.07,6976,121,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5234,0.34,13500,220,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_23270,0.1,6900,134,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3645,0.08,6208,126,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24279,0.02,5276,88,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33705,0.02,5164,81,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_888,0.22,9768,186,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12913,0.15,7996,162,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3123,0.22,9820,181,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35374,0.05,6384,109,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_43720,0.02,4812,74,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_650,0.06,5400,110,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38888,0.03,5596,89,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9368,0.3,11600,210,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21301,0.05,5904,104,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_41137,0.02,4880,76,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37563,0.06,6916,120,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18580,0.03,5292,87,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_38392,0.02,4844,77,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8076,0.11,7700,145,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19846,0.04,5796,102,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37588,0.07,6604,120,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_30725,0.02,4968,77,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17658,0.02,4892,70,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_8519,0.07,6116,123,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_10137,0.64,18608,281,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1907,0.02,4876,73,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9383,0.35,12752,222,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_16084,0.08,6784,126,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19675,0.05,6000,105,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27943,0.01,4880,67,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16546,0.09,6628,139,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_SPR_525,0.02,5076,75,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_43209,0.01,4648,64,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12720,0.05,5328,110,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42117,0.09,7128,127,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14351,0.05,5304,110,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34081,0.12,7604,150,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_863,0.17,8308,161,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_35885,0.02,4880,74,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33088,0.01,4524,60,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12046,0.04,5788,97,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19113,0.01,4804,70,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_26621,0.02,5016,74,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40066,0.04,6004,104,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41378,0.14,7776,155,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_30043,0.02,5004,78,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31847,0.01,4776,65,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_PDB_269,0.0,4024,29,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21498,0.04,5700,99,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8937,0.01,4552,66,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30595,0.04,5640,97,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18219,0.12,7392,153,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31853,0.01,5076,74,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20786,0.04,5624,96,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14423,0.03,5468,97,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_24022,0.01,4772,71,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25826,0.09,7528,141,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42665,0.0,4088,34,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_34231,0.02,5052,75,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12052,0.02,4976,82,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25198,0.0,3816,30,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24286,0.04,5916,104,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_33238,0.02,5068,74,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14345,0.04,5816,102,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_877,0.25,10440,192,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34095,0.14,7644,154,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1913,0.01,4944,72,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26491,0.34,12672,223,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40714,0.02,5212,83,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9397,0.28,11832,215,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17894,0.01,4852,71,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38877,0.01,4772,65,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16552,0.1,6864,143,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4843,0.01,4736,65,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15073,0.03,5356,94,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_43235,0.06,5620,115,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13402,0.09,6932,133,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_29952,0.02,5236,80,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_30719,0.02,4748,73,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17664,0.01,4872,69,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28494,0.03,5648,89,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36872,0.05,6496,119,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_7392,0.03,5332,88,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_1267,1.28,31148,378,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1085,0.01,4860,71,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20976,0.06,5540,113,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41344,0.03,5648,98,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17102,0.1,7140,132,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_50953,0.02,4952,76,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6932,0.03,5608,93,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3692,0.06,5544,115,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_33562,0.02,5028,73,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13370,0.1,7700,141,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42659,0.06,5680,117,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_35113,0.02,4844,73,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42881,70.51,628908,2918,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15701,0.04,6020,103,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20962,0.02,5136,84,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_11567,0.02,5284,77,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41350,0.58,17816,265,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_10679,0.09,6456,128,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_28142,0.02,5056,74,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38693,0.09,6716,137,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_29946,0.02,5092,80,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18543,0.24,10144,192,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41436,0.16,8440,168,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40728,0.02,5032,77,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6098,0.08,6456,133,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4857,0.0,4268,46,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15067,0.03,5508,93,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12708,0.02,5128,84,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_693,0.06,6248,117,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_43221,0.02,4848,77,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14379,0.04,5852,102,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13199,0.03,5408,89,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22344,0.04,5468,95,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12287,0.03,5540,89,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_32157,0.0,4264,47,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6517,0.1,6644,135,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20553,0.04,5832,98,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21895,0.02,5064,81,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_20091,0.07,6724,122,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30026,0.0,4244,39,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20235,0.04,5500,92,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_SRP_498,0.88,22940,320,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_39764,0.0,4632,56,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36457,0.09,7376,135,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18972,0.09,6408,131,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5778,0.03,5424,91,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13827,0.1,6576,135,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22422,0.03,5360,94,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34240,0.05,6056,104,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3309,0.13,7388,151,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24053,0.02,5036,82,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25359,0.0,4088,38,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22436,0.05,5276,107,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_2003,0.01,4688,68,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34254,0.05,6116,104,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_23728,0.04,5396,108,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24047,0.02,4896,78,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_52413,0.02,5072,74,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8248,0.04,5816,105,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_6939,1.24,30712,371,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20221,0.02,4944,81,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26888,0.21,9112,173,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_39770,0.17,8448,166,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16793,0.22,10272,182,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41813,0.12,7392,151,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9156,0.27,11132,203,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18966,0.04,5644,101,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9630,0.02,4820,72,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26136,0.2,9620,187,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6503,0.1,7288,136,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20547,0.02,4984,81,bprna,LinCapR,400,turner2004,wisteria_20251017_1212,32
