fasta,time_sec,max_rss_kb,length,dataset,tool,beam,energy,machine,jobs
bpRNA_CRW_28803,0.02,5100,77,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26452,0.03,5436,86,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9354,0.17,9560,173,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27994,0.01,4876,73,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16591,0.12,7080,142,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20023,0.01,4684,68,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30230,0.01,5012,69,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33739,0.02,5152,83,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4670,0.01,4800,63,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24245,0.03,5532,99,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34056,0.1,7504,138,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15098,0.03,5528,96,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22634,0.02,5268,85,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_54260,0.01,4788,76,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35348,0.02,5152,83,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1720,0.02,5096,74,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36669,0.07,5932,117,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40927,0.11,8432,151,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38644,0.13,7976,147,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18594,0.03,5500,88,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28457,0.03,5336,91,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30218,0.01,4500,60,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8062,0.04,5992,104,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19852,0.04,5876,102,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4658,0.02,4956,79,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33711,0.03,5208,85,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12907,0.17,8576,166,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3137,0.22,9940,185,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35360,0.09,6368,134,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4880,0.0,4244,46,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5546,0.14,8388,156,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25173,0.0,3888,30,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_15572,0.07,6632,120,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5220,0.28,11344,207,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25615,0.02,5268,78,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35406,2.02,42964,444,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42856,87.93,728392,2990,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34718,0.01,4748,68,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_32873,0.0,4016,27,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28331,0.03,5388,88,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41387,0.02,4968,80,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_26806,0.02,5172,77,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27002,0.01,4756,68,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38122,0.1,7376,140,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37211,0.01,5048,70,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21473,0.04,5864,99,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6729,0.12,7352,150,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41393,0.02,5108,77,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_7423,0.02,5056,84,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38136,0.06,6436,118,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_11066,6.7,100020,720,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_PDB_296,0.0,3896,22,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_41889,0.02,5252,76,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_16709,0.07,6760,119,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31674,0.16,9400,170,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26308,0.2,9480,187,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25601,0.02,4936,75,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_136,0.07,6704,121,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5234,0.34,12444,220,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_23270,0.1,6892,134,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3645,0.08,6188,126,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24279,0.02,5212,88,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33705,0.02,5016,81,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_888,0.22,9764,186,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12913,0.15,8036,162,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3123,0.22,9928,181,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_35374,0.05,6036,109,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_43720,0.02,5084,74,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_650,0.06,5308,110,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38888,0.03,5228,89,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9368,0.3,11732,210,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21301,0.05,5940,104,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_41137,0.02,5148,76,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37563,0.06,6532,120,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18580,0.03,5452,87,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_38392,0.02,5072,77,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8076,0.11,7444,145,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19846,0.04,6128,102,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_37588,0.07,6668,120,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_30725,0.02,4896,77,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17658,0.02,4956,70,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_8519,0.07,6288,123,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_10137,0.64,18476,281,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1907,0.02,4836,73,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9383,0.35,12748,222,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_16084,0.08,6800,126,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19675,0.05,5980,105,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27943,0.01,4880,67,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16546,0.09,6600,139,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_SPR_525,0.02,5188,75,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_43209,0.01,4700,64,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12720,0.05,5356,110,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42117,0.09,6980,127,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14351,0.05,5400,110,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34081,0.12,7604,150,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_863,0.17,8304,161,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_35885,0.02,5076,74,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_33088,0.01,4560,60,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12046,0.04,5992,97,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_19113,0.01,4956,70,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_26621,0.02,5052,74,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40066,0.04,6208,104,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41378,0.14,7796,155,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_30043,0.02,5084,78,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31847,0.01,4704,65,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_PDB_269,0.0,4140,29,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21498,0.04,5656,99,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8937,0.01,4708,66,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30595,0.04,5728,97,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18219,0.12,7440,153,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31853,0.01,4872,74,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20786,0.04,5748,96,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14423,0.03,5748,97,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_24022,0.01,4692,71,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25826,0.09,7524,141,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42665,0.0,4040,34,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_34231,0.02,5052,75,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12052,0.02,5236,82,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25198,0.0,4112,30,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24286,0.04,6052,104,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_33238,0.02,5004,74,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14345,0.04,5704,102,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_877,0.25,10372,192,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34095,0.14,7776,154,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1913,0.01,4688,72,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26491,0.34,12652,223,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40714,0.02,5212,83,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9397,0.28,11828,215,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17894,0.01,4700,71,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38877,0.01,4828,65,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16552,0.1,6864,143,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4843,0.01,4860,65,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15073,0.03,5532,94,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_43235,0.06,5672,115,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13402,0.09,7176,133,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_29952,0.02,5140,80,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_30719,0.02,4888,73,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17664,0.01,4964,69,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_28494,0.03,5416,89,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36872,0.05,6576,119,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_7392,0.03,5588,88,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_1267,1.28,31200,378,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_1085,0.01,4780,71,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20976,0.06,5668,113,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41344,0.03,5956,98,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17102,0.1,7296,132,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_50953,0.02,5096,76,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6932,0.03,5328,93,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3692,0.06,5616,115,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_33562,0.02,4892,73,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13370,0.1,7420,141,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42659,0.06,5516,117,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_35113,0.02,4968,73,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_42881,90.2,719456,2918,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15701,0.04,5792,103,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20962,0.02,5428,84,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_11567,0.02,5120,77,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41350,0.58,16896,265,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_10679,0.09,6312,128,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_28142,0.02,5056,74,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38693,0.09,6736,137,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_29946,0.02,4896,80,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18543,0.24,9992,192,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41436,0.16,8448,168,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_40728,0.02,4956,77,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6098,0.08,6456,133,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4857,0.0,4340,46,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15067,0.03,5560,93,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12708,0.02,5060,84,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_693,0.06,6256,117,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_43221,0.02,4896,77,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14379,0.04,5868,102,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13199,0.03,5364,89,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22344,0.04,5852,95,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12287,0.03,5300,89,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_32157,0.0,4436,47,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6517,0.1,6676,135,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20553,0.04,5680,98,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_21895,0.02,5224,81,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_20091,0.07,6932,122,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30026,0.0,4100,39,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20235,0.04,5552,92,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_SRP_498,0.87,22996,320,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_39764,0.0,4472,56,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36457,0.09,7244,135,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18972,0.09,6328,131,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5778,0.03,5556,91,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_13827,0.1,6812,135,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22422,0.03,5624,94,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34240,0.05,5976,104,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_3309,0.13,7352,151,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24053,0.02,5120,82,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_25359,0.0,4236,38,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22436,0.05,5312,107,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_2003,0.01,4772,68,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34254,0.05,5952,104,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_23728,0.04,5420,108,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24047,0.02,5028,78,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_52413,0.02,5232,74,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_8248,0.04,6088,105,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_6939,1.25,30600,371,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20221,0.02,4988,81,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26888,0.2,9004,173,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_39770,0.18,8524,166,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16793,0.22,10092,182,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_41813,0.12,7376,151,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9156,0.27,11300,203,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_18966,0.04,5956,101,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9630,0.02,4940,72,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26136,0.2,9716,187,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6503,0.1,7672,136,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20547,0.02,5252,81,bprna,LinCapR,500,turner2004,wisteria_20251017_1212,32
