fasta,time_sec,max_rss_kb,length,dataset,tool,beam,energy,machine,jobs
bpRNA_RFAM_38136,0.07,6736,118,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_11066,2.71,18312,720,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_PDB_296,0.0,4852,22,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_41889,0.02,5992,76,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_16709,0.08,6800,119,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_31674,0.2,7448,170,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_26308,0.25,7672,187,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_25601,0.02,5968,75,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_136,0.08,6748,121,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_5234,0.44,8408,220,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_23270,0.12,6692,134,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_3645,0.09,6944,126,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_24279,0.03,6208,88,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_33705,0.02,6224,81,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_888,0.29,8024,186,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_12913,0.18,7512,162,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_3123,0.27,7776,181,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_35374,0.06,6600,109,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_43720,0.02,5688,74,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_650,0.07,6500,110,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_38888,0.03,6012,89,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_9368,0.39,8292,210,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_21301,0.06,6676,104,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_41137,0.02,5904,76,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_37563,0.08,6744,120,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_18580,0.03,6328,87,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_38392,0.02,5988,77,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_8076,0.13,7080,145,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_19846,0.05,6236,102,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_37588,0.09,6828,120,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_30725,0.02,6128,77,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_17658,0.02,5960,70,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_8519,0.09,6788,123,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_10137,0.71,9580,281,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_1907,0.02,5780,73,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_9383,0.45,8300,222,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_16084,0.09,6964,126,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_19675,0.06,6556,105,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_27943,0.01,5948,67,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_16546,0.12,7104,139,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_SPR_525,0.02,5856,75,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_43209,0.01,5676,64,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_12720,0.07,6652,110,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_42117,0.11,7120,127,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_14351,0.06,6580,110,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_34081,0.14,7012,150,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_863,0.21,7256,161,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_35885,0.02,5720,74,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_33088,0.01,5560,60,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_12046,0.05,6516,97,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_19113,0.02,5724,70,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_26621,0.02,5936,74,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_40066,0.05,6512,104,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_41378,0.17,7236,155,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_30043,0.02,5944,78,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_31847,0.01,5596,65,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_PDB_269,0.0,5052,29,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_21498,0.04,6576,99,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_8937,0.01,5644,66,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_30595,0.04,6364,97,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_18219,0.15,7352,153,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_31853,0.02,5928,74,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_20786,0.05,6348,96,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_14423,0.04,6380,97,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_24022,0.02,6016,71,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_25826,0.11,7012,141,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_42665,0.0,5096,34,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_34231,0.02,5784,75,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_12052,0.03,6020,82,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_25198,0.0,5216,30,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_24286,0.05,6304,104,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_33238,0.02,6092,74,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_14345,0.05,6232,102,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_877,0.32,7912,192,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_34095,0.17,7296,154,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_1913,0.02,5872,72,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_26491,0.43,8680,223,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_40714,0.03,6052,83,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_9397,0.35,8484,215,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_17894,0.02,5808,71,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_38877,0.01,5628,65,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_16552,0.12,7092,143,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_4843,0.01,5600,65,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_15073,0.04,6344,94,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_43235,0.08,6888,115,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_13402,0.12,6848,133,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_29952,0.02,5836,80,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_30719,0.02,5848,73,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_17664,0.02,5668,69,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_28494,0.04,6376,89,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_36872,0.07,6796,119,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_7392,0.03,6204,88,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_1267,1.15,11744,378,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_1085,0.02,5980,71,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_20976,0.07,6692,113,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_41344,0.04,6188,98,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_17102,0.12,6660,132,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_50953,0.02,5756,76,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_6932,0.03,6204,93,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_3692,0.08,6732,115,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_33562,0.02,5904,73,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_13370,0.12,6852,141,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_42659,0.07,6756,117,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_35113,0.02,5908,73,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_42881,25.76,61200,2918,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_15701,0.05,6436,103,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_20962,0.03,5960,84,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_11567,0.02,5780,77,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_41350,0.67,9224,265,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_10679,0.11,7124,128,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_28142,0.02,5828,74,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_38693,0.11,7100,137,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_29946,0.03,5804,80,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_18543,0.3,8116,192,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_41436,0.2,7380,168,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_40728,0.02,6148,77,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_6098,0.1,6756,133,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_4857,0.0,5144,46,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_15067,0.04,6236,93,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_12708,0.02,6076,84,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_693,0.08,6716,117,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_43221,0.02,5892,77,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_14379,0.05,6416,102,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_13199,0.03,6220,89,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_22344,0.04,6336,95,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_12287,0.03,6128,89,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_32157,0.0,5404,47,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_6517,0.12,6716,135,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_20553,0.05,6540,98,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_21895,0.03,5904,81,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_20091,0.09,6856,122,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_30026,0.0,5196,39,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_20235,0.04,6184,92,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_SRP_498,0.89,10600,320,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_39764,0.0,5516,56,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_36457,0.11,6792,135,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_18972,0.11,6756,131,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_5778,0.03,6128,91,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_13827,0.12,6872,135,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_22422,0.04,6108,94,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_34240,0.06,6504,104,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_3309,0.16,7224,151,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_24053,0.03,6084,82,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_25359,0.0,5340,38,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_22436,0.07,6508,107,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_2003,0.01,5680,68,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_34254,0.06,6512,104,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_23728,0.05,6612,108,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_24047,0.03,5844,78,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_52413,0.02,6040,74,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_8248,0.06,6516,105,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_6939,1.09,11108,371,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_20221,0.03,5976,81,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_26888,0.26,7468,173,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_39770,0.22,7364,166,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_16793,0.27,7872,182,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_41813,0.15,7076,151,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_9156,0.35,8104,203,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_18966,0.05,6448,101,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_9630,0.02,5728,72,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_26136,0.25,7788,187,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_6503,0.12,6912,136,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_20547,0.03,6208,81,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_38308,0.55,8700,242,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_21881,0.04,6460,93,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_30754,0.03,5996,88,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_24721,0.38,8244,206,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_42166,0.02,5840,76,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_12293,0.04,6504,96,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_32143,0.13,7232,144,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_PDB_1,0.0,4900,21,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_21671,0.03,6200,89,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_38320,0.45,8468,225,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_7635,0.05,6536,101,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_41185,0.14,7144,153,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_8506,0.05,6444,101,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_28133,0.04,6380,89,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_2995,0.43,8528,215,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_23066,0.05,6432,100,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_55432,0.09,7064,125,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_53043,0.02,5928,77,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_320,0.05,6552,107,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_25417,0.0,5320,46,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_25371,0.0,5124,36,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_3335,0.17,7384,153,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_27566,0.09,6844,121,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_CRW_18254,0.09,6904,123,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_39980,0.02,5724,76,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_16963,0.09,6848,122,bprna,CapR,200,na,wisteria_20251017_1212,32
bpRNA_RFAM_18796,0.05,6340,100,bprna,CapR,200,na,wisteria_20251017_1212,32
